Year,Title
2019,"on the feasibility of learning, rather than assuming, human biases for reward inference."
2019,exploration conscious reinforcement learning revisited.
2019,compressed factorization: fast and accurate low-rank factorization of compressively-sensed data.
2019,conditional independence in testing bayesian networks.
2019,learning to clear the market.
2019,mixture models for diverse machine translation: tricks of the trade.
2019,hessian aided policy gradient.
2019,learning with bad training data via iterative trimmed loss minimization.
2019,replica conditional sequential monte carlo.
2019,scalable training of inference networks for gaussian-process models.
2019,fast direct search in an optimally compressed continuous target space for efficient multi-label active learning.
2019,model-based active exploration.
2019,rehashing kernel evaluation in high dimensions.
2019,revisiting precision recall definition for generative modeling.
2019,first-order adversarial vulnerability of neural networks and input dimension.
2019,refined complexity of pca with outliers.
2019,a tail-index analysis of stochastic gradient noise in deep neural networks.
2019,non-parametric priors for generative adversarial networks.
2019,understanding impacts of high-order loss approximations and features in deep learning interpretation.
2019,kernelpsi: a post-selection inference framework for nonlinear variable selection.
2019,geometrics: exploiting geometric structure for graph-encoded objects.
2019,the evolved transformer.
2019,qtran: learning to factorize with transformation for cooperative multi-agent reinforcement learning.
2019,distribution calibration for regression.
2019,selfie: refurbishing unclean samples for robust deep learning.
2019,revisiting the softmax bellman operator: new benefits and new perspective.
2019,mass: masked sequence to sequence pre-training for language generation.
2019,dual entangled polynomial code: three-dimensional coding for distributed matrix multiplication.
2019,compressing gradient optimizers via count-sketches.
2019,escaping saddle points with adaptive gradient methods.
2019,faster attend-infer-repeat with tractable probabilistic models.
2019,insertion transformer: flexible sequence generation via insertion operations.
2019,bert and pals: projected attention layers for efficient adaptation in multi-task learning.
2019,learning optimal linear regularizers.
2019,cab: continuous adaptive blending for policy evaluation and learning.
2019,learning distance for sequences by learning a ground metric.
2019,contextual memory trees.
2019,provably efficient imitation learning from observation alone.
2019,active learning for decision-making from imbalanced observational data.
2019,robustly disentangled causal mechanisms: validating deep representations for interventional robustness.
2019,hyperbolic disk embeddings for directed acyclic graphs.
2019,accelerated flow for probability distributions.
2019,equivariant transformer networks.
2019,making deep q-learning methods robust to time discretization.
2019,efficientnet: rethinking model scaling for convolutional neural networks.
2019,hierarchical decompositional mixtures of variational autoencoders.
2019,mallows ranking models: maximum likelihood estimate and regeneration.
2019,correlated variational auto-encoders.
2019,the variational predictive natural gradient.
2019,doublesqueeze: parallel stochastic gradient descent with double-pass error-compensated compression.
2019,adaptive neural trees.
2019,variational annealing of gans: a langevin perspective.
